适合BERT聚类的格式总结,Topic,Name,主题词1,主题词2,主题词3,主题词4,主题词5,主题词6,主题词7,主题词8
"中国海关 商品 编码 目录 库 （ 数据 集 ）   中国海关 商品 编码 目录 含 海关总署 发布 医疗器械 2 - 10 位数 编码 清单 ； 记录 商品 编码 、 商品名称 、 商品 描述 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 中国海关 商品 编码 目录 库 （ 数据 集 ）   某 医械 生产厂家 ， 购买 海关 编码 目录 数据 用于 出海 战略规划 调研   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"动物 实验 机构 库 （ 数据 集 ）   动物 实验 机构 含 中国 实验 动物 信息网 发布 试验 动物 许可 资质 信息 ； 记录 机构名称 、 许可证 号 、 适用范围 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 动物 实验 机构 库 （ 数据 集 ）   某 医械 研发 企业 购买 动物 试验 机构 数据 用于 合适 机构 做 实验   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"城市 产业 发展 观察 （ 数据服务 ）   名称 坐标 范围 时间 范围 ，   GIS / 地理信息 分析 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 城市 产业 发展 观察 （ 数据服务 ）   某 头部 央企 下属 产业园 公司 该 产品 对 全国 多个 城市 投资 价值 ， 成功 选定 高 投资 价值 城市 数个 ， 并 项目 十余个 ， 项目 均 较 高 经济效益 ， 对 该 企业 投资决策 客观性 、 科学性 、 准确性 起到 重要 作用 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"医疗器械 产品库 （ 数据 集 ）   医疗器械 产品 数据 ，   机器 学习 建模 ，   "" 医疗 健康 ""   解决 相关 。 
 医疗器械 产品库 （ 数据 集 ）   某 医械 企业 购买 产品 信息 ， 用于 竞品 市场调研   体现 其 应用 价值 。",2,2_数据_人口_城市_国土,数据,人口,城市,国土,分析,空间规划,应用,相关
"国标 ICD - 10 分类 对照 （ 数据 集 ）   国标 ICD - 10 分类 对照 ，   机器 学习 建模 ，   "" 医疗 健康 "" ,   "" 科技 创新 ""   解决 相关 。 
 国标 ICD - 10 分类 对照 （ 数据 集 ）   某 医械 生产厂家 研发部门 ， 购买 ICD - 10 数据 用于 对照 适应症   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"临床试验 机构 库 （ 数据 集 ）   临床试验 机构 含 药监局 发布 医疗机构 临床试验 资质 ； 记录 机构名称 、 备案号 、 专业 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 临床试验 机构 库 （ 数据 集 ）   某 医械 生产厂家 购买 临床试验 机构 数据 ， 用于 合适 机构 产品 临床试验   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"企业 （ 数据 集 ）   企业库 含 药监局 二 、 三类 许可 一类 备案 证 信息 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 企业 （ 数据 集 ）   某 医械 产品 代理商 购买 企业 数据 用于 合适 厂家 ， 增加 经营 产品线   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"欧盟 产品 信息库 （ 数据 集 ）   欧盟 EC 含 欧盟 发布 产品 注册 信息 ； 记录 udi - di ( 产品 识别码 ) 、 Basic   UDI - DI /   EUDAMED   DI ( 产品型号 识别码 ) 等 内容 ，   图像 / 视频 处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 欧盟 产品 信息库 （ 数据 集 ）   某 医械 企业 购买 欧盟 产品 信息 数据 ， 用于 布局 产品 出海   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"融资 事件 （ 数据 集 ）   投融资 事件 来自 企 查查 、 天眼 查 、 烯牛 数据 平台 融资 事件 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 融资 事件 （ 数据 集 ）   某 咨询 公司 购买 融资 事件 数据 ， 用于 市场调研 及 市场 报告 输出   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"中国 临床 指南 库 （ 数据 集 ）   记录 知网 中 临床 指南 、 专家 共识 、 指南 解读 详情页 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 中国 临床 指南 库 （ 数据 集 ）   某 医械 生产厂家 研发部门 ， 购买 相关 数据 用于 研发   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"中 美 产品 分类 对照 （ 数据 集 ）   中 美 产品 分类 关联 数据 ，   机器 学习 建模 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 中 美 产品 分类 对照 （ 数据 集 ）   某 医械 厂家 购买 对照 数据 用于 产品 出海 布局   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"委托 备案 库 （ 数据 集 ）   委托 备案 含 药监局 发布 委托 企业 医疗器械 信息 ； 记录 产品名称 、 注册证 编号 、 委托方 企业 名称 、 受托 方 企业 名称 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 委托 备案 库 （ 数据 集 ）   某 研发 机构 购买 备案 数据 用于 调研 委外 市场   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"产品 召回 - 美国 （ 数据 集 ）   美国 FDA - 召回 含 FDA 召回 行动 信息 ； 记录 召回 编号 、 召回 级别 、 召回 原因 及 召回 行动 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 "" ,   "" 工业 制造 ""   解决 相关 。 
 产品 召回 - 美国 （ 数据 集 ）   某 投资 机构 购买 美国 产品 召回 数据 ， 用于 调研 医械 产品 召回   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"医用 耗材 集中 采购 （ 数据 集 ）   医用 耗材 集中 采购 库含 公共资源 交易中心 发布 医用 耗材 集中 采购 信息 ； 记录 产品名称 、 注册证 号 、 中选 价格 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 医用 耗材 集中 采购 （ 数据 集 ）   某 医械 耗材 厂家 购买 集采 数据 用于 布局 集采 方案 准备   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"医疗机构 库 （ 数据 集 ）   医疗机构 含卫健委 、 医保 局 医院 官网 等 发布 医院 定点 基层 医疗机构 信息 ； 记录 医疗机构 名称 、 医院 等级 、 医院 类型 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 医疗机构 库 （ 数据 集 ）   某 医械 厂家 购买 医疗机构 数据 ， 用于 市场 战略 布局   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"企业 上市 信息库 （ 数据 集 ）   企业 上市 信息 含 Choice 企业 上市 信息 财务数据 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 企业 上市 信息库 （ 数据 集 ）   某 投资 机构 购买 相关 数据 ， 用于 调研 医械 企业 上市   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"检测 机构 库 （ 数据 集 ）   检验 检测 机构 含 市场 监督 管理局 发布 检测 机构 CMA CNAS 证书 资质 ； 记录 机构名称 、 证书编号 、 检测 范围 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 检测 机构 库 （ 数据 集 ）   某 医疗器械 生产厂家 ， 购买 检测 机构 数据 用于 产品 检测   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"国 抽 省 抽 数据库 （ 数据 集 ）   及 各省 抽检 信息 含 及 各省 药监局 发布 医疗器械 企业 （ / 经营 ） 产品 抽检 信息 ； 记录 被 单位 、 企业 、 产品名称 、 检验 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 国 抽 省 抽 数据库 （ 数据 集 ）   某 医械 企业 购买 相关 数据 用于 同类产品 质量 调研   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"招标 单位 （ 数据 集 ）   医疗器械 招标 单位 数据 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 招标 单位 （ 数据 集 ）   某 医械 生产厂家 ， 购买 招标 单位 数据 用于 开展业务 范围   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"产品 召回 - 澳大利亚 （ 数据 集 ）   澳大利亚 TGA - 召回 含 TGA 召回 行动 信息 ； 记录 召回 编号 、 日期 、 类型 、 渠道 、 指示 等 内容 。 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 "" ,   "" 工业 制造 ""   解决 相关 。 
 产品 召回 - 澳大利亚 （ 数据 集 ）   某 医械 厂家 计划 产品 出海 到 澳大利亚 ， 购买 相关 数据 战略 布局   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"医保 医用 耗材 分类 代码 库 （ 数据 集 ）   医保 医用 耗材 分类 代码 含 医保 局 发布 医用 耗材 医保 目录 内 分类 信息 ； 记录 注册证 编号 、 产品名称 、 医用 耗材 代码 等 内容 ，   机器 学习 建模 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 医保 医用 耗材 分类 代码 库 （ 数据 集 ）   某 医械 厂家 研发部门 ， 购买 耗材 数据 用于 产品 编码 校对   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"UDI 数据 （ 数据 集 ）   UDI 数据库 含 药监局 发布 医疗器械 唯一 标识 信息 ； 记录 最小 销售 单元 产品 标识 、 主键 编号 、 版本号 、 产品名称 、 版本 发布 时间 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 UDI 数据 （ 数据 集 ）   某 医械 研发 机构 ， 购买 UDI 数据 用于 产品 前期 项目 调研   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"医械 行业 标讯 数据 （ 数据 集 ）   医疗器械 行业 采购 意向 、 招标 公告 、 中标 公告 等 信息 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 医械 行业 标讯 数据 （ 数据 集 ）   某 大型 医械 经销商 ， 购买 标讯 数据 用于 线索 跟踪   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"中国海关 数据库 （ 数据 集 ）   中国海关 数据 含 海关总署 发布 医疗器械 进出口 金额 信息 ； 记录 商品 编码 、 商品名称 、 金额 等 内容 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 中国海关 数据库 （ 数据 集 ）   某海 外资 管 巨头 ， 购买 海关 数据 ， 以 调研 项目 目标 市场   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"MDCER 临床 评价 数据 支持系统 （ 数据 应用 ）   MDCER 面向 医疗器械 同 品种 临床 评价 医学 写作 工具 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 科技 创新 ""   解决 相关 。 
 MDCER 临床 评价 数据 支持系统 （ 数据 应用 ）   某 医械 行业 生产厂家 研发部门 购买 MDCER 临床 评价 数据 支持系统 同 品种 临床 评价 快速 获证 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"MDAES 海外 不良 事件 大 数据 监测 分析 平台 （ 数据 应用 ）   MDAES 基于 大 数据 技术 聚合 检索 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 MDAES 海外 不良 事件 大 数据 监测 分析 平台 （ 数据 应用 ）   某 研究院 MDAES 海外 不良 事件 大 数据 监测 分析 平台 来 预警 境外 召回 涉及 国内 批次 尚未 上报 ， 预警 境外 同类产品 国内 风险 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"MDBIDS 医械 招采 数据 平台 （ 数据 应用 ）   MDBIDS ，   图像 / 视频 处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 MDBIDS 医械 招采 数据 平台 （ 数据 应用 ）   某 医械 行业 巨头 生产厂家 购买 MDBIDS 医械 招采 数据 服务平台 用作 销售 部门 商机 线索 管理 、 市场 部门 竞争 产品 市场 分析 等 用途 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"MDRADAR 探标 雷达 （ 数据 应用 ）   MDRADAR 面向 医疗器械 厂家 招采 线索 挖掘 及 商机 提醒 管理工具 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 MDRADAR 探标 雷达 （ 数据 应用 ）   某 医械 行业 头部 生产厂家 按 产品线 购买 MDRADAR 探标 雷达 医械 招采 商机 管理 给 所有 一线 销售 人员 跟进 。   体现 其 应用 价值 。",2,2_数据_人口_城市_国土,数据,人口,城市,国土,分析,空间规划,应用,相关
"MDCLOUD 医械 数据 云 - 临床 研发 （ 数据 应用 ）   临床 研发 细分 领域 包含 中国 产品 、 海外 产品 、 临床 资源 、 法规 标准 、 临床 文献 、 流行病学 、 不良 事件 、 产品 召回 、 数据 应用 九个 版块 ，   数据处理 ，   "" 医疗 健康 "" ,   "" 商贸 流通 ""   解决 相关 。 
 MDCLOUD 医械 数据 云 - 临床 研发 （ 数据 应用 ）   某 医疗器械 设备 生产厂家 临床 研发 版块 ， 查询 新品 数据 情报 、 研发 分析 需求 ， 查看 医械 产品 最前沿 研发 动态 ， 检索 中外 研发 文献资料 ， 查询 新 产品 研发 技术 迭代 ， 为 产品 研发 策略 。   体现 其 应用 价值 。",2,2_数据_人口_城市_国土,数据,人口,城市,国土,分析,空间规划,应用,相关
"MDCLOUD 医械 数据 云 - 销售 拓客 （ 数据 应用 ）   销售 拓客 包含 销售 线索 、 销售 分析 、 销售 监测 三个 版块 ，   数据处理 ，   "" 商贸 流通 ""   解决 相关 。 
 MDCLOUD 医械 数据 云 - 销售 拓客 （ 数据 应用 ）   某 医疗器械 生产厂家 销售 线索 功能 来 挖掘 招投标 商机 ， 精准 定位 经营 相关 产品线 经销商 客户 ， 分析 经销商 综合 实力 ， 全国 各地 市 渠道 体系 。   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
