适合BERT聚类的格式总结,Topic,Name,主题词1,主题词2,主题词3
"品牌线上营销信息（数据服务）提供 千里目品牌信息覆盖餐饮、零售、汽车、生活服务等十几个行业和全国15万+品牌数据，通过 GIS/地理信息分析，在 ""交通运输"", ""商贸流通"", ""金融服务"" 解决相关问题。 品牌线上营销信息（数据服务）在 某品牌通过分析同类型产品和直接竞品的门店分布情况、门店周边客群、线上广告营销等信息，做竞品分析和门店分布规划。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"付费类型信息查询（数据服务）提供 基于客户输入的用户手机号等信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 付费类型信息查询（数据服务）在 已服务中国70余家办公室、银行等客户，针对金融大数据主要适用金融行业风险防控场景，针对金融行业贷款、投保业务中人员信息不对称的问题，覆盖银行、保险业务事前核验预警、事中查询评估、事后监测评分全流程场景。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"号码归属地信息查询（数据服务）提供 基于客户输入的用户手机号等信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 号码归属地信息查询（数据服务）在 已服务中国70余家办公室、银行等客户，针对金融大数据主要适用金融行业风险防控场景，针对金融行业贷款、投保业务中人员信息不对称的问题，覆盖银行、保险业务事前核验预警、事中查询评估、事后监测评分全流程场景。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"运营商归属信息查询（数据服务）提供 基于客户输入的用户手机号等信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 运营商归属信息查询（数据服务）在 已服务中国70余家办公室、银行等客户，针对金融大数据主要适用金融行业风险防控场景，针对金融行业贷款、投保业务中人员信息不对称的问题，覆盖银行、保险业务事前核验预警、事中查询评估、事后监测评分全流程场景。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"呼叫转移信息核验（数据服务）提供 基于客户输入的用户手机号等信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 呼叫转移信息核验（数据服务）在 已服务中国70余家办公室、银行等客户，针对金融大数据主要适用金融行业风险防控场景，针对金融行业贷款、投保业务中人员信息不对称的问题，覆盖银行、保险业务事前核验预警、事中查询评估、事后监测评分全流程场景。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"集团客户信息核验（数据服务）提供 基于客户输入的用户手机号等信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 集团客户信息核验（数据服务）在 已服务中国70余家办公室、银行等客户，针对金融大数据主要适用金融行业风险防控场景，针对金融行业贷款、投保业务中人员信息不对称的问题，覆盖银行、保险业务事前核验预警、事中查询评估、事后监测评分全流程场景。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"被执行人人员查询（数据服务）提供 查询人员被执行信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 被执行人人员查询（数据服务）在 金融公司中小企业贷的客户贷前、贷中、贷后系统需要基础底层数据。 某金融公司，通过全维度批量下载企业全维度报告，对目标企业的经营状况进行全方位了解分析。 同时购入定制数据导出服务，随时随地查询企业失信和违规记录。某知名银行通过对B端 网页监控API的批量购买，用来对申贷企业的关系关系调查，从而大大减少了放贷风险。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"企业图谱查询（数据服务）提供 查询企业的关系图谱，通过 数据处理，在 ""金融服务"" 解决相关问题。 企业图谱查询（数据服务）在 金融公司中小企业贷的客户贷前、贷中、贷后系统需要基础底层数据。 某金融公司，通过全维度批量下载企业全维度报告，对目标企业的经营状况进行全方位了解分析。 同时购入定制数据导出服务，随时随地查询企业失信和违规记录。某知名银行通过对B端 网页监控API的批量购买，用来对申贷企业的关系关系调查，从而大大减少了放贷风险。 体现其应用价值。",-1,-1_nbsp_数据应用_数据服务_通过,nbsp,数据应用,数据服务
"企业三要素核验（数据服务）提供 通过输入企业名称、法人、统一社会信用代码，通过 规则匹配，在 ""金融服务"" 解决相关问题。 企业三要素核验（数据服务）在 金融公司中小企业贷的客户贷前、贷中、贷后系统需要基础底层数据。 某金融公司，通过全维度批量下载企业全维度报告，对目标企业的经营状况进行全方位了解分析。 同时购入定制数据导出服务，随时随地查询企业失信和违规记录。某知名银行通过对B端 网页监控API的批量购买，用来对申贷企业的关系关系调查，从而大大减少了放贷风险。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
"开庭公告查询（数据服务）提供 查询企业开庭公告信息，通过 数据处理，在 ""金融服务"" 解决相关问题。 开庭公告查询（数据服务）在 金融公司中小企业贷的客户贷前、贷中、贷后系统需要基础底层数据。 某金融公司，通过全维度批量下载企业全维度报告，对目标企业的经营状况进行全方位了解分析。 同时购入定制数据导出服务，随时随地查询企业失信和违规记录。某知名银行通过对B端 网页监控API的批量购买，用来对申贷企业的关系关系调查，从而大大减少了放贷风险。 体现其应用价值。",66,66_在用户申请开户_保险等企业客户通过使用码号认证服务_数据核验服务_性别核验,在用户申请开户,保险等企业客户通过使用码号认证服务,数据核验服务
